10,"The Regatta Survivor 45L is a versatile outdoor rucksack perfect for camping, hiking and trekking excursions. The backpack has a classic outdoor design in a neutral blue colour and is made from water resistant fabric, making the pack ideal for all weather conditions.The outdoor backpack is constructed from hard wearing 600D polyester as well as 500D diamond rip-stop polyester, which makes the bag exceptionally durable and able to withstand all kinds of harsh conditions. It has a very welcome air mesh back construction that features a ventilation tunnel designed to keep the wearer cool and comfortable even over long carrying distances. The additional padded hip belt and chest strap help to distribute the carry weight evenly across the wearer's torso. This added support limits much back strain that can come from using outdoor rucksacks equipped with only shoulder straps. Other essential features include walking pole fasteners, compression straps for that perfect fit, a flip lid with quick release cord fastening, a front bungee storage system, two external side pockets for drinks, and two zippered side pockets.The Regatta Survivor 45L has a spacious carrying capacity of 45 litres. This backpack is robust, practical and durable - all essential features of any serious outdoor rucksack."
11,"The Jack Wolfskin Kids Explorer backpack is a hiking pack for shorter trips. Suitable for children aged 6 upwards, it is a comfortable bag from a very well-known and respected manufacturer. Be it school outings or camping, this backpack will serve you well.Main FeaturesThis spacious backpack has plenty of room for lunch boxes, books and bottles and some other nifty features include: reflectors all round the bag name card/stencil card with ruler one large main compartment, 2 mesh side pockets and a lid compartment removable seat mat extra padding and a carry handleResilientThe Jack Wolfskin Kids Explorer uses ARMATECH PLUS 600D, a densely woven, durable and resilient fabric, meaning your backpack with last longer, saving you time and money in the long term. Prices for the backpack start at the £35 mark."
12,"The Osprey Comet 30 could be summed up as 'city bag meets travel backpack'. It caters to city life as well as short trips away. A lot of thought went into the design of this pack and it is laden with pockets and features. Weighing in at less than 1 kg itself, the pack is lightweight and is designed to be as comfortable as possible to carry and use.The outside of the bag is equipped with pockets for water bottles on each side, as well as a couple of carry handles. One is located in the usual spot at the top of the bag, and a there is a second, horizontal strap on the front of the bag, ideal for moments where you need to grab it and run before you miss your stop, for example. A soft-lined, dedicated eyewear-pocket also sits at the top of the pack, so your glasses, shades or goggles can be stored safely on top of your belongings, out of harm's way. Cinch straps are also sewn in around the outside and help to keep your belonging secure and in place.Space is well laid out on the Comet 30. The largest and main compartment sits in between two smaller, flatter pockets. The front one is an 'organiser' compartment and has a good number of mesh sections and zipped slots for storing a selection of items like a phone, wallet, pens, a hard-drive or a diary for example. There is also a clip for keys. As this area is separate from the main compartment, it means you can easily grab items you might need in a hurry such as a pen or your wallet, with minimal rummaging.The back pocket is made to hold a laptop; there is a slot into which a 15.4"" can fit. There is also a second zipped pocket designed to store a tablet. There is a small opening at the top of this section which would facilitate a headphone cable if it were attached to your tablet, for listening to tunes while on the road or on a commute.Carrying the backpack is comfortable thanks to the sturdy, padded shoulder straps. It has a nice suspension system and there are mesh air vents on the back to keep the wearer cool. There is a small waist strap - this is less than an inch thick so it doesn't take a huge amount of weight around the hips, though it is sufficient for a pack of this size.The model listed above is designed for men, with the women's version going by the name ""Celeste 29""."
13,"The Osprey Ultralight Stuff Pack is, as the name suggests, a daypack for carrying 'stuff'! With a price tag of less than £30, it offers great value for money. It has a lightweight design, weighing in at just under 1 kg, and can fold down into a small pocket, about the size of an apple. It comes with its own carry case for this. The exterior of the pack is waterproof, which is an impressive feature to find at this price point.Osprey Ultralight Stuff PackThis pack from Osprey is a great option for taking on holidays. You can pack it away in your suitcase and use it for day trips and excursions while on hols. When it comes to pockets and features it is a well-equipped bag with the following design features available: Mesh side pocket for water bottle Security pocket on the inside Zipped panel access Interior zipped compartment Reflective elements on the exterior Carry handle on topOsprey BackpacksOsprey is a very popular brand when it comes to backpacks. The Osprey Ultralight Stuff Pack is one of the cheapest options available from the brand. Other daypacks include the Osprey Daylite 16, the Osprey Radial 26 laptop backpack and the Osprey Axis 18."
14,"The OGIO Renegade Backpack is a large, roomy backpack with added padding for carrying laptops or other electronic gadgets safely. It is part of the brand’s collection of sports, work and travel luggage.This mid-range pack offers plenty of space and can be loaded with a range of delicate equipment as well as clothing. It is ideal for people who take their laptop or smart gadget with them each day. It features adjustable and ergonomically designed shoulder straps, but some users note that these are prone to slip. Behind, there is a well-cushioned back panel which helps distribute the weight of the pack across both shoulders equally so that it remains comfortable to wear over long periods of time.The exterior of the OGIO Renegade backpack is finished in sturdy black Polyester Pindot fabric with a flash of red on the zip tags. The brand’s logo is embroidered into the front pocket. The quick-grab handle is rendered in neoprene and feels soft when being carried. The pack is equipped with a Tech Vault pocket that is crush-resistant, a padded pocket for a mouse or camera, utility side pockets with zippers, a phone pocket that expands to fit each device, a double water bottle pouch and another ultra padded zipper pocket on top – perfect for sunglasses. In total the OGIO Renegade Laptop Backpack measures; 49.5 x 37 x 26.5 cm, it weighs in at just 1.5 kg and has a capacity of 31 L.The laptop compartment protects your device using a cradling RSS or reactive suspension system. OGIO claim that even if you drop your rucksack, your laptop will not be damaged. This section will accommodate laptops of up to 44 cm in diameter comfortably, but as it cannot be fully unzipped, fitting in or taking out larger models could be a struggle.The OGIO Renegade Backpack is a large, comfortable option for people who regularly need to transport gadgets along with other items. It’s ideal for students, commuters and business people. If you would prefer a rucksack with a more generous capacity, the Everki Titan Checkpoint Friendly Laptop Backpack has a specially designed laptop compartment of 47 cm in diameter."
15,"The handy and sturdily constructed Lowe Alpine AT Carry-On 45 backpack is ideal for short trips or weekend getaways. It is light and spacious with a 40 L capacity and a weight of 1.36 kg, and it lets you comfortably carry all your equipment while remaining within airline restrictions. The mesh pockets and zipped valuables compartment means you can organise your pack effectively, keeping things such as passport and tickets secure but also at arms reach. The TravelShield plus fabric is tough, so the pack can be confidently taken with you on your adventures.The locking system has tamper-proof zippers, helping to keep your belongings as safe as possible, when in transit. The fold away harness gives you added comfort when needed, but can be tucked away safely so it doesn't get tangled when you are boarding the plane, for example. The side and top handles, make it easy to carry. It also features internal and external compression straps that help to keep your valuables and clothes compact and in place, which is ideal for occasions when the pack isn't filled to capacity.Although the dimensions of the bag fit the general aviation rules for cabin luggage, it is always worth double checking the dimensions with the air-carrier, as each company has their own set of rules and may vary slightly, especially when flying with budget airlines. This rucksack comes in two different colours and includes a years manufacturer's warranty."
16,"Our editorial team - 27/05/15 Light in weight, modest in price and spacious in capacity, the Tech Air Series 3 3711 laptop backpack is a good choice for both business and general use. One especially nice feature is its proprietary techair protection system that helps keeps notebooks snug and safe under all conditions.The Tech Air 3711 hold laptops with screens of up to 15.6 inches in a special compartment situated away from the sides of the pack. This design provides enhanced protection against knocks and bumps. In addition, a Velcro strap holds the laptop firmly in place. Meanwhile the main compartment also contains a section to hold books, documents, and other large items, together with pockets to hold various kinds of accessories.The front of the pack features two pockets. The top pocket is designed for keeping items such as phones and music players whilst a headphone port to the right of it allows users to conveniently listen to music on the go. Below is a smaller section kitted out with a number of smaller pockets and slots to keep small items such as pens or business cards. However, the 3711 lacks side pockets to keep water bottles and similar items. Featuring adjustable shoulder straps and a grab handle at the top allows the pack to be carried with one hand.Crafted from shower-proof Ripstop synthetic fibre, the model will be able to offer years of use under rugged conditions. Style-wise, the model boasts a classic black colour. It's also IATA-Norm and therefore can be taken on board an aircraft as hand baggage.Ultimately, the Tech Air Series 3 3711 backpack makes a fine budget option for users who demand the best in protection for their computers, and require a roomy and stylish piece of luggage with versatile storage options."
17,"Quite simply, the Fjällräven Re-Kånken is ahead of its baggy competitors in terms of environmentally friendliness and sustainability. It also impresses with its low weight, 16-litre volume and retro design in a wide range of colours. Especially in the last few years, the backpack has regained its reputation making quite the comeback, which had in the meantime been replaced by modern shoulder and laptop bags. The distinctive models with the fox logo are nowadays more and more often seen in cities, especially if they are populated by many students, dominated like the Trunki Ride-on dominates kids at airports. Despite years of durability, the Swedish brand's ecological backpacks have only recently conquered everyday life in the UK.Fjällräven Re-Kånken: Sustainable as Heck This is the successor of the Kånken backpack, which is different in terms of the outer, inner and support material. The new version, which weighs only 0.4 kg, is now made of just one material - robust fibres from recycled plastic bottles. This means that the product not only has a long service life, but can also be recycled itself. Isn't the world wonderful? Additionally, the fibres are now dyed earlier during the production process, as indicated by the term spin-dye technology which reduces water, chemicals and energy consumption. All of the company's products, which is also a member of the Fair Labour Association, are manufactured with a focus on environmental friendliness and sustainability. In case you hadn't picked up on that.Enough Space For Everyday LlifeThe interior compartment is operated by a two-way zipper and offers a volume of 16 litres, so that all the utensils needed in everyday life can be stored in it. It also includes an extra pocket for small items and an address label. For things you need to reach quickly, a zipped compartment has been attached to the outside front of the Fjällräven Re-Kånken, and there's a pocket on each side. The two shoulder straps are adjustable and the two top-stitched handles can be attached to a button for carrying in the hand. It's also practical when on the move - a seat cushion can be taken out of the inner compartment, if necessary, which provides for more comfort.Simple Yet VersatileThe look of the Fjällräven Re-Kånken is very similar to that of backpacks of the past due to its simplicity - it kind of looks like the evil version of its predecessors. It was only equipped with a few buttons, buckles and zips, which only serve for practicality. They are also the only elements that aren't made from recycled plastic bottles. In general, the overall image is rather inconspicuous, although it can be seen so often on the streets that it is likely to attract attention. The colour range includes red, pink and yellow as well as light and olive green, blue and grey."
18,"The Jack Wolfskin Savona 20L daypack is designed with women in mind. It features the snuggle up suspension system, which includes a fully padded back panel and padded, ergonomically shaped shoulder straps that hug the body, giving you the most comfortable and secure fit possible. With dimensions of 43 x 29 x 24 cm (H x L x W), there is enough space for all of your essentials. This backpack has a slimline design and weighs just 560 g, making it ideal for commuting, city trips or general day-to-day use.The front compartment has slot pockets for storing pens, your smartphone and other essentials that need to be accessed frequently. The main compartment features an inside pocket, and the elasticated straps at the front come in handy when stashing a jacket quickly. Both compartments have dual zip access, and the front also has reflective elements to help keep you safe at dusk and in the dark.There are 4 different colours to choose from: pink, blue, black and brown. Please note that this pack does not have a laptop compartment. If you need such a feature, consider the Berkeley S model, which can accommodate a laptop and has some of the other features of the Savona. Both are within the same price range and are good value for the money."
19,"Isobel - 24/06/15 The Strata rucksack from Targus is a useful bag for people on the move. Its clever design means even though it's packed with plenty of convenient features, it remains lightweight. Suitable for cabin luggage (IATA-Norm), this is a great budget friendly all rounder and won't weigh you down on the go, coming in at a mere 440 g.With a simple and smart design, the Strata will compliment most wardrobes. Suitable for men and women, it's fashioned in a tasteful grey with contrasting black zips and a black carry handle. The bag itself has been designed with comfort in mind, with wide padded shoulder straps that are adjustable to ensure an even spread of weight. Whilst the material is durable and weather resistant, the base of the bag is waterproofed for added protection against the elements alongside being self standing, having an integrated self standing base.Additional features include a built-in compass for self navigation and 2 side pockets for water bottles, placed for quick access without having to remove the bag itself. There is a dedicated compartment to fit a laptop or notebook up to 15.6"" in size within a padded interior alongside a number of extra storage sections that include a large front pocket for fast access to smaller items, plus a section for documents, personal accessories and a pen holder."
20,"Isobel - 29/04/15 The Kånken from Fjällräven is the brand's original rucksack, coexisting currently alongside several variants in the series, including mini, laptop and kids' versions. Their conception was specifically with an eye to produce a unisex daypack to prevent back problems, which were common at the time amongst school children. Staying true to this, these bags have been ergonomically designed to help straighten out your back and comfortably manage a given load. Given it's narrow shoulder straps, it's advised against over packing as they would dig into the wearer. The straps themselves are of course adjustable to suit wearers' height and style. There is also a carrying strap for wear as a 'hip' tote bag when you feel a backpack isn't the thing for your setting.The backpack itself was conceived in 1978 and certainly has carried the 70's feel to it, popular amongst retro clothing sympathisers and those who like the history behind the rucksack. Their current unisex range is available in 27 unique colours with something to appeal to all tastes.The bag is designed with one large front zipper which conveniently opens up the entire front of the bag, giving full access to the contents within, making them easy to put in and take out. There are also two slim side pockets for quicker access to smaller items such as bottled water. The inside is compartmentalised into two pockets. The back pocket contains a removable sitting pad thin enough so as to not give the bag a bulky effect although thick enough to cushion the back whilst in place. As a seat it provides ample cushioning from any stones and bumps in the landscape you're sitting on.Classed as their everyday outdoor model, they are made from hard-wearing vinylon fabric, which is both water resistant, durable and lightweight too, containing no non textile parts of animal origin. With regards to care, it's advised against washing these daypacks, althought as an everyday bag they're not designed to be out in all terrain and exposed to excess mud and dust anyway.The Fjällräven logo complete with the model name Kånken and fox and moon motif appears on the front. Whilst being aesthetically pleasing this also doubles as a reflector. Albeit small, anything which reflects light is a safety feature, handy when walking at night or dimly lit areas.The Kånken is capable of holding up to 16 L and, weighing just 300 g, this is very much for everyday use with personal belongings. It's not large enough for a weekend away for example, with anything over 35 L more suited for that purpose. For those wishing for a smaller size, the Kånken Mini is available. Conversely, those looking for more storage space should consider the Kånken Big.To sum up, this is a great backpack for everyday use. The stylish commuter and student alike will appreciate the Swedish brand's iconic logo and cult retro style. On the negative side, functionality is a bit lost considering heavy items won't be supported well by slim straps, however, considering the bags size, it's not intended for use with a heavy load."
21,"The Lowe Alpine TT Carry On 40 is a travel rucksack that stands out with its smart and lightweight design. Weighing in at just 2.75 pounds when empty, the bag is designed to make travelling easy and is sized to maximise on the luggage regulations of most major airlines.The Lowe Alpine TT Carry On 40's dimensions are 55 x 38 x 22cm (HxWxD) with a carrying capacity of 40L. Designed to be used as carry-on luggage on flights, buses, and trains, the travel bag features a variety of straps that are all easily storable when not in use by simply tucking them behind the back panel. These straps include backpack straps, a long shoulder harness and top and side grab handles that provide a variety of ways to carry the rucksack. The backpack features a large, zippered front compartment as well as lockable entry, a front stash pocket, a top zippered pocket, an internal organizer and internal mesh pockets.The rucksack's light weight, combined with its size and versatility, makes it the ideal travelling companion. The Lowe Alpine TT Carry On 40 unisex travel backpack is available in two colour options brown and black or graphite and black."
22,"Fjällraven bags are an increasingly popular sight in cities and among backpackers across the globe. This Swedish brand has been around for about 50 years now and strives to develop products that make enjoying the great outdoors easier. Fjällraven places much importance on social responsibility. They source their materials carefully and aim to produce equipment and clothing that is durable. The brand is also involved in numerous conservation projects and is a great one to support if you are searching for a high quality backpack.Fjällraven Backpack No. 21 MediumThe classic Rucksack No.21 is built from sturdy, waxed fabric and has exterior straps and detailing in leather. This backpack has a dedicated laptop pocket, suitable for a 15"" laptop, along with a pocket for a thermos. Ideal for use around a city or in the countryside, the simple, classic style of this pack makes it a favourite among many. It comes in many different colours with something to suit every preference and taste.More from FjällravenThere are many different backpacks available from Fjällraven, for example, the famous Fjällraven Kanken and Kanken Mini, and the Foldsack series. Each pack comes in a few different variations, sizes and colours. Other popular manufacturers of backpacks include Herschel and Kipling."
23,"The North Face Borealis 29 L rucksack is a great day-pack for university students or commuters with its 15"" padded laptop compartment and large capacity; you can't really go wrong here. The Flyvent shoulder straps and padded air-mesh back panel with Spine channel help keep you cool and comfortable throughout the day whilst the stowable hip-belt and removable sternum strap allow for an extra secure fit, ideal for carrying a heavier load. The Borealis can also be used for hiking, as it features a hydration port and elasticated bungee strapping at the front for attaching extra gear.FunctionsThe main section has enough space for all your books, documents or any other items that you need to take with you. A front dual zip compartment includes organisational slip-pockets for keeping essentials within easy each. The main compartment's slip pouch isn't padded but could be used to slot a tablet into. There is a waterproof zipped pocket at the front of the pack, ideal for keeping your smartphone or any other small electrical device within reach. Both sides of the rucksack feature mesh pockets, so you can slot in your water bottles or snack bars.In terms of safety, there is a light attachment and reflective elements on the bag, important whilst walking around the city at dusk or at night. The pack is made out of sturdy 300D nylon mini-ripstop making it robust. There are quite a few colours to choose from, too. If you want to use it for business purposes then opt for the black version whilst day hikes will benefit from brighter colours such as yellow or orange as they can be easily noticed.The North Face Borealis Backpack: Price UKThe North Face Borealis backpack currently costs from £50 to £80. The North Face is also well known for its outdoor jackets, such as the Men's McMurdo Parka and the Women's Arctic Parka."
24,"The Belkin Slim Notebook Rucksack has been specifically developed by the technology firm to keep notebooks and other forms of laptop safe when their owners are on the move. Featuring padded interior compartments, accessory pouches for other bits and pieces and a main storage area that can easily house a 17"" laptop, it has the space needed to meet most people's needs. Carrying the bag is made much easier with Belkin's ergonomic shoulder straps, which will spread the weight of the contents. This makes the product suitable for anyone who needs to take their work with them but also wants to protect their back against damage from the extra weight.The Belkin Slim Notebook RucksackThis Belkin bag has also been engineered using water resistant synthetic fibres. Nylon has been used to pad interiors and keep them flexible, while the polyester exterior will prevent rain leaking through. These protective features make this carry-bag appealing for any professionals who absolutely need to protect data during transportation. Although it is sold as a slim rucksack, this does not limit the storage space available. In fact, this Belkin product has plenty of room and can be used for other purposes besides moving laptops. The large number of smaller storage compartments, making it useful for commuters who need to have space for pens, iPods, MP3 players, phones or drink bottles.Along with its ample storage space, this Belkin laptop bag has a stylish appearance, with its red and black colour scheme. Young professionals, students and tourists will appreciate its aesthetics, and it will appeal to all laptop users who wish to blend practicality with good looks. This is part of Belkin's broader range of laptop bags. The firm offers rucksacks to suit all sizes of computer, from small 13"" devices to much larger laptops. They also make handy laptop sleeves, which might be a lightweight alternative to buying a full size backpack."
25,"The start of a new semester and back to school time usually calls for new backpacks, books and lunch boxes. If you are looking for a durable and comfortable backpack for carrying school books or college books, then the Herschel Pop Quiz Backpack would be a great option. Available in a wide selection of colours and patterns, this simple day pack has a generous 22 L capacity along with a small front pocket for storing small items within easy reach.Herschel Pop Quiz BackpackThe Pop Quiz backpack from Herschel is a unisex bag. It is suitable to take as carry on when traveling. With padded shoulder straps, a padded back and a reinforced base, it is comfortable to carry as well as sturdy. The interior is well laid out and has the following features: Padded laptop compartment for a 15"" laptop Inside zip pocket Dedicated pocket for your smartphone MP3 player pocketAside from a laptop, the inner pocket can hold an A4-sized folder along with books and notebooks. The bag is made from polyester and is water repellent. Other handy features on the Pop Quiz, classic backpack from Herschel include a key holder and a headphone access point.Herschel BackpacksThe Pop Quiz rucksack is ideal for college or for older school students. It generally costs between £40 and £60, depending on the design and where you shop. Other popular Herschel backpacks suitable for school or college include the Herschel Settlement Backpack and the Herschel Heritage Backpack."
